#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score
14	NM_001123284	chr15	+	42811737	43025035	42964063	43024640	12	42811737,42964007,42976803,42985225,42991046,42996199,43002044,43006463,43012615,43016147,43019700,43024263,	42811858,42964420,42976941,42985453,42991391,42996655,43002421,43006567,43012740,43016247,43019979,43025035,	0
73	NM_001042691	chr15	-	258560	343372	258608	343343	16	258560,259285,259535,259729,260192,261453,261631,261952,263763,264036,264851,265881,269009,330406,342129,343285,	258777,259443,259589,259873,260258,261513,261763,262039,263950,264215,264957,266082,269116,330550,342224,343372,	0
73	NM_001080063	chr15	-	357447	413393	357551	413393	56	357447,359562,359750,361295,362140,362832,364861,365263,365474,365957,368473,368595,368857,368986,369480,369720,371146,371953,372825,372972,373133,373399,373542,374650,374827,375213,375483,375860,376371,376947,377478,377863,378745,379065,379414,379776,380243,380388,380604,380807,381015,381758,381920,382797,382960,383088,384414,385602,385790,386425,386538,386729,395505,396774,397007,413317,	357598,359619,359783,361331,362176,362886,364915,365341,365504,365984,368515,368739,368890,369079,369513,369780,371179,372007,372885,373005,373205,373432,373605,374716,374863,375345,375528,375944,376416,377052,377523,378016,378790,379191,379459,379869,380288,380463,380649,380921,381066,381842,381959,382875,382990,383151,384459,385698,385826,386449,386646,386810,395565,396813,397088,413393,	0
74	NM_173253	chr15	+	1569715	1608221	1570855	1608089	24	1569715,1570843,1574399,1575800,1577896,1582061,1583717,1586180,1586928,1587641,1589483,1589835,1591639,1593016,1593339,1594833,1595856,1598729,1600826,1601462,1603404,1605284,1607030,1607930,	1569914,1570979,1574590,1575992,1578073,1582226,1583845,1586321,1587079,1587806,1589717,1590021,1591801,1593242,1593419,1594986,1595983,1598919,1600971,1601636,1603587,1605517,1607214,1608221,	0
74	NM_001013569	chr15	+	1688877	1707552	1689565	1707260	16	1688877,1689563,1690605,1692548,1692996,1694580,1696178,1696755,1698760,1700788,1702812,1703049,1703252,1704720,1706968,1707123,	1688983,1689609,1690740,1692645,1693077,1694709,1696269,1696834,1698857,1700906,1702958,1703162,1703325,1704827,1707039,1707552,	0
74	NM_001017906	chr15	+	1432931	1599096	1432997	1468844	8	1432931,1442779,1449600,1452006,1465448,1468382,1468792,1599033,	1433027,1442898,1449718,1452204,1465572,1468476,1469322,1599096,	0
75	NM_212947	chr15	+	2228327	2451863	2228335	2450287	11	2228327,2235791,2272247,2306159,2331067,2393236,2433966,2439302,2450194,2451622,2451749,	2228508,2235914,2272415,2306196,2331116,2393302,2434073,2439413,2451304,2451730,2451863,	0
75	NM_200916	chr15	+	2512323	2883778	2512574	2526217	7	2512323,2516355,2516910,2521244,2525233,2526140,2883688,	2512758,2516480,2517119,2521746,2525390,2526362,2883778,	0
75	NM_001328065	chr15	+	2458162	2507347	2458267	2507232	20	2458162,2459518,2467156,2472225,2477259,2480369,2480879,2481714,2483734,2487673,2490423,2495046,2496077,2496317,2498110,2499574,2502452,2504547,2507035,2507161,	2458425,2459763,2467369,2472414,2477514,2480538,2481019,2481846,2483934,2487824,2490636,2495257,2496217,2496446,2498217,2499800,2502592,2504707,2507071,2507347,	0
76	NM_001080055	chr15	-	3866351	4154438	4152732	4153806	3	3866351,4152456,4154169,	3866378,4153841,4154438,	0
76	NM_001080638	chr15	-	3267574	3294714	3268052	3290124	7	3267574,3271295,3273270,3277029,3286481,3290069,3294568,	3268174,3271454,3273446,3277170,3286740,3290153,3294714,	0
76	NM_001320347	chr15	-	3468300	3547095	3468816	3547073	19	3468300,3478425,3482110,3489501,3492509,3494725,3497773,3497983,3500735,3501015,3506575,3513045,3515440,3516794,3518521,3541364,3542054,3543457,3546929,	3468964,3478505,3482164,3489609,3492677,3494857,3497891,3498075,3500800,3501107,3506704,3513139,3515511,3516877,3518633,3541423,3542126,3543601,3547095,	0
77	NM_212896	chr15	-	4558092	4589589	4558471	4576918	8	4558092,4560041,4562552,4564578,4568991,4576741,4587737,4589395,	4558653,4560065,4562763,4564641,4569375,4576930,4587803,4589589,	0
77	NM_198208	chr15	-	4430653	4537145	4431339	4500613	14	4430653,4432051,4435241,4437751,4444318,4444608,4453924,4469693,4474001,4475732,4484408,4494619,4500598,4537120,	4431451,4432094,4435408,4437903,4444387,4444755,4454087,4469726,4474049,4475863,4484497,4494680,4500673,4537145,	0
78	NM_001312680	chr15	-	5578334	5636605	5578961	5636510	31	5578334,5580989,5582414,5587260,5589535,5589805,5592211,5592439,5594603,5600127,5601632,5603147,5604387,5605335,5605494,5605687,5607619,5610057,5610215,5613103,5613274,5615134,5615369,5618678,5620858,5622224,5626918,5631938,5632083,5635876,5636360,	5579222,5581084,5583119,5587315,5589617,5589917,5592331,5592561,5594758,5600397,5601694,5603278,5604510,5605399,5605606,5605763,5607741,5610128,5610341,5613195,5613441,5615287,5615559,5618839,5621041,5622362,5627089,5631996,5632146,5635968,5636605,	0
79	NM_001006068	chr15	-	6930189	6949489	6930614	6949273	10	6930189,6940793,6941323,6941487,6941736,6942979,6943555,6944095,6944442,6949242,	6930719,6940944,6941395,6941558,6941801,6943028,6943680,6944184,6944611,6949489,	0
80	NM_001113555	chr15	+	7735885	8175300	7735885	8175300	10	7735885,8016834,8067680,8106406,8108535,8127779,8130336,8132815,8174937,8175181,	7735946,8016861,8067830,8106559,8108673,8127944,8130427,8132994,8175060,8175300,	0
81	NM_001328383	chr15	-	8449600	8541305	8450147	8517570	12	8449600,8451194,8452161,8452924,8460950,8462606,8466684,8485470,8489747,8508932,8517475,8540790,	8451115,8451307,8452309,8453031,8461147,8462719,8466859,8485560,8489815,8509171,8517651,8541305,	0
81	NM_001029965	chr15	-	9034820	9055927	9035125	9055862	7	9034820,9035390,9035904,9038373,9044468,9046509,9055849,	9035201,9035449,9035951,9038443,9044607,9046717,9055927,	0
83	NM_001002750	chr15	-	11386070	11419211	11387171	11416943	5	11386070,11405920,11416691,11416856,11419034,	11387422,11406104,11416775,11416955,11419211,	0
84	NM_001077625	chr15	+	12446576	12457017	12446697	12455092	7	12446576,12447767,12447992,12448436,12449391,12450779,12454243,	12446755,12447882,12448168,12448582,12449545,12450892,12457017,	0
84	NM_001042689	chr15	-	11795773	11797578	11795829	11797440	1	11795773,	11797578,	0
84	NM_001089490	chr15	-	11795680	11799454	11795829	11797440	3	11795680,11797538,11799300,	11797506,11797741,11799454,	0
85	NM_001113649	chr15	-	13158108	13304487	13180684	13259175	6	13158108,13177784,13180638,13188619,13257796,13304453,	13158493,13178089,13180752,13189236,13259187,13304487,	0
86	NM_001305574	chr15	-	14148894	14162565	14149749	14157236	4	14148894,14152122,14156824,14162203,	14150219,14152389,14157275,14162565,	0
86	NM_001012375	chr15	-	14500201	14616144	14500655	14530998	9	14500201,14502944,14506425,14507539,14510535,14517845,14521338,14530872,14615947,	14501446,14503121,14506692,14507744,14510676,14517920,14521413,14531023,14616144,	0
86	NM_001328069	chr15	-	14321274	14439614	14321291	14439536	12	14321274,14323283,14323503,14323711,14367566,14370092,14375634,14381001,14385293,14385496,14400171,14439426,	14321362,14323365,14323616,14323831,14367698,14370171,14375724,14381129,14385401,14385657,14400201,14439614,	0
86	NM_001030204	chr15	-	14367098	14439614	14367495	14439536	8	14367098,14370092,14375634,14381001,14385293,14385496,14400171,14439426,	14367698,14370171,14375724,14381129,14385401,14385657,14400201,14439614,	0
87	NM_205762	chr15	+	15580589	15657241	15580840	15655833	8	15580589,15632987,15642259,15642891,15647867,15651005,15653140,15655575,	15580983,15633039,15642364,15643053,15648029,15651161,15653515,15657241,	0
88	NM_001020595	chr15	-	16257943	16387624	16258732	16387453	8	16257943,16274900,16275108,16280881,16281110,16290545,16298435,16387144,	16258915,16275025,16275288,16280988,16281211,16290679,16298553,16387624,	0
88	NM_001077141	chr15	+	15850234	15883576	15850434	15883320	14	15850234,15852770,15852969,15853619,15854851,15860085,15862710,15863378,15867318,15874838,15877717,15879988,15882970,15883134,	15850459,15852877,15853029,15853711,15855015,15860174,15862783,15863442,15867362,15874949,15877850,15880032,15883044,15883576,	0
88	NM_001017695	chr15	+	16249103	16256189	16249120	16256146	4	16249103,16251795,16252125,16255625,	16249491,16252040,16252293,16256189,	0
89	NM_001077156	chr15	-	16803140	16936578	16803408	16936409	16	16803140,16817100,16839846,16857996,16861906,16882640,16891878,16892134,16904712,16921760,16925146,16925502,16929442,16930422,16935251,16936402,	16803630,16817268,16839957,16858132,16862084,16882750,16891997,16892187,16904839,16921880,16925425,16925697,16929544,16930557,16935382,16936578,	0
89	NM_207060	chr15	+	17409586	17437331	17409610	17436514	11	17409586,17411966,17413965,17414291,17420608,17422939,17424475,17426550,17429188,17434343,17436370,	17409689,17412099,17414056,17414402,17420776,17423071,17424556,17426667,17429250,17434446,17437331,	0
89	NM_001166205	chr15	-	17003119	17088757	17003491	17088494	30	17003119,17005112,17008104,17008315,17009855,17010039,17010324,17010477,17012437,17015211,17018365,17018552,17021378,17026431,17026644,17028207,17029351,17030422,17030602,17030789,17031843,17032034,17032493,17037224,17037415,17042164,17044398,17045880,17047931,17088374,	17003614,17005174,17008228,17008421,17009956,17010133,17010383,17010588,17012574,17015319,17018452,17018700,17021573,17026533,17026761,17028296,17029535,17030495,17030700,17030933,17031919,17032092,17032634,17037286,17037492,17042245,17044455,17046023,17047995,17088757,	0
90	NM_131831	chr15	-	18432786	18638694	18433218	18638484	20	18432786,18435302,18438190,18441613,18465120,18468554,18490237,18492979,18493452,18496594,18499879,18515456,18533552,18536450,18538065,18544617,18544977,18546734,18553178,18638432,	18433321,18435869,18438307,18441809,18465301,18468682,18490363,18493150,18493549,18496782,18500030,18515486,18533695,18536611,18538183,18544755,18545121,18546944,18553253,18638694,	0
90	NM_182884	chr15	+	18194086	18219963	18194555	18219290	15	18194086,18204792,18204997,18207425,18207627,18209473,18210467,18210689,18210887,18212603,18212753,18215050,18215897,18216084,18219206,	18194578,18204902,18205152,18207512,18207681,18209524,18210572,18210743,18210977,18212675,18212915,18215117,18216006,18216193,18219963,	0
91	NM_205649	chr15	+	19523249	19547726	19523641	19547223	3	19523249,19523510,19546849,	19523313,19523690,19547726,	0
92	NM_200665	chr15	-	20539962	20592762	20540572	20592730	11	20539962,20543045,20543229,20554067,20557066,20564222,20564428,20574055,20588520,20589688,20592526,	20540671,20543152,20543386,20554166,20557171,20564342,20564487,20574077,20588552,20589848,20592762,	0
92	NM_001083838	chr15	-	20124910	20189432	20125639	20188869	30	20124910,20128762,20128993,20129251,20130856,20131121,20133128,20133397,20135492,20135779,20138260,20138710,20140873,20141173,20145289,20150318,20150607,20151615,20152507,20152716,20152826,20158747,20161570,20161797,20164543,20164824,20175767,20182208,20184543,20188803,	20125772,20128863,20129158,20129412,20130994,20131280,20133271,20133621,20135684,20135996,20138624,20138906,20141097,20141341,20146194,20150518,20150789,20151703,20152629,20152744,20153043,20159452,20161678,20161957,20164738,20165022,20175913,20182377,20184778,20189432,	0
92	NM_131673	chr15	+	20428872	20459520	20431918	20459033	30	20428872,20431879,20433701,20434007,20435803,20436945,20437095,20437745,20437899,20438033,20438540,20438950,20440209,20440386,20440574,20442130,20442429,20442675,20444050,20444292,20444501,20446672,20447365,20448156,20448360,20448541,20448782,20449932,20450444,20458892,	20428952,20431999,20433858,20434073,20435815,20437015,20437164,20437811,20437930,20438102,20438792,20439040,20440280,20440492,20440668,20442267,20442585,20442822,20444197,20444418,20444586,20446789,20447468,20448284,20448466,20448700,20448951,20450136,20450540,20459520,	0
93	NM_001128755	chr15	+	21341002	21384906	21341115	21384699	14	21341002,21366912,21368704,21368978,21371334,21371625,21379821,21381147,21381344,21381552,21383867,21384093,21384284,21384561,	21341243,21366966,21368891,21369177,21371504,21371834,21379966,21381268,21381467,21381645,21384012,21384200,21384394,21384906,	0
95	NM_001110279	chr15	-	23448123	23484831	23448123	23484785	35	23448123,23448486,23448715,23448896,23449109,23449365,23449538,23449794,23449958,23450116,23454658,23454890,23455135,23455298,23455540,23455833,23456076,23456293,23459275,23459444,23459712,23459962,23462316,23462508,23462709,23464455,23464681,23465169,23465436,23465997,23466153,23466464,23466734,23470191,23484539,	23448399,23448616,23448799,23449004,23449284,23449440,23449706,23449877,23450027,23454563,23454805,23455051,23455214,23455416,23455699,23455971,23456177,23456496,23459349,23459555,23459886,23460147,23462430,23462629,23462805,23464602,23464918,23465240,23465916,23466059,23466379,23466642,23470078,23470261,23484831,	0
95	NM_001077178	chr15	+	23721785	23742176	23727385	23742012	14	23721785,23724132,23727369,23732393,23733087,23733989,23735109,23735324,23737602,23738321,23738511,23740551,23740765,23741925,	23722007,23724157,23727592,23732624,23733163,23734215,23735197,23735426,23737776,23738421,23738561,23740682,23740832,23742176,	0
95	NM_001326398	chr15	-	23854791	23858119	23855080	23858010	3	23854791,23857662,23857896,	23855355,23857807,23858119,	0
97	NM_001017861	chr15	-	25975235	26153785	25975732	26153742	11	25975235,25978797,26017390,26026727,26030439,26035873,26039066,26054642,26116299,26147408,26153690,	25975751,25978932,26017491,26026884,26030508,26035995,26039221,26054764,26116363,26147558,26153785,	0
97	NM_001080000	chr15	+	25554140	25564255	25559199	25563565	5	25554140,25557596,25559176,25559933,25563240,	25554316,25557703,25559374,25560075,25564255,	0
97	NM_001077560	chr15	-	25386515	25431971	25387771	25431797	26	25386515,25398371,25398545,25400385,25400564,25400838,25404098,25407406,25407626,25407862,25409628,25410060,25410212,25411287,25411469,25414365,25416317,25417091,25417946,25418654,25419384,25419617,25421849,25422177,25422429,25431670,	25387898,25398445,25398680,25400479,25400686,25400964,25404179,25407546,25407780,25407947,25409873,25410123,25410365,25411388,25411571,25414784,25417012,25417184,25418094,25418780,25419539,25419745,25421993,25422349,25422623,25431971,	0
97	NM_001003611	chr15	-	25278908	25333354	25279070	25332556	10	25278908,25280092,25287165,25293854,25303327,25303577,25303773,25308100,25332428,25333276,	25279454,25280251,25287255,25293924,25303470,25303690,25303914,25308288,25332567,25333354,	0
98	NM_201090	chr15	+	27000344	27006528	27000428	27005771	6	27000344,27002046,27002816,27003380,27003649,27005402,	27000900,27002275,27002941,27003562,27003880,27006528,	0
99	NM_001110296	chr15	-	27519441	27589929	27519651	27589454	20	27519441,27528331,27528877,27529462,27537028,27537223,27555752,27557466,27557719,27559415,27559669,27561411,27563562,27568932,27581353,27581597,27588015,27589087,27589361,27589804,	27520352,27528610,27528960,27529575,27537150,27537395,27555914,27557607,27557888,27559570,27559802,27561611,27563784,27569235,27581515,27581737,27588204,27589199,27589488,27589929,	0
100	NM_200018	chr15	-	28701703	28744778	28701833	28744688	12	28701703,28710791,28713807,28714001,28715953,28716189,28736804,28739592,28741600,28741984,28743937,28744678,	28701982,28710861,28713925,28714069,28716112,28716345,28736897,28739681,28741742,28742094,28744135,28744778,	0
100	NM_001030235	chr15	-	28948261	28974831	28948726	28974754	22	28948261,28949711,28950771,28950955,28951143,28951885,28952122,28952527,28953539,28953965,28954330,28954682,28957479,28957741,28958954,28960885,28961428,28961951,28966112,28969175,28969807,28974684,	28948852,28949842,28950867,28951043,28951241,28951974,28952190,28952659,28953665,28954120,28954430,28954817,28957575,28957852,28959024,28961035,28961558,28961980,28966217,28969302,28969993,28974831,	0
100	NM_200251	chr15	+	28435960	28475837	28437987	28473259	5	28435960,28437921,28444212,28446187,28473214,	28436068,28438147,28444441,28446215,28475837,	0
